gene,pval
mRNA.mRNA.MSTRG.7221.1,8.253567309
mRNA.mRNA.MSTRG.7222.1,4.106494523
mRNA.mRNA.MSTRG.7224.1,4.38565122
mRNA.mRNA.MSTRG.7226.1,7.946239496
mRNA.mRNA.MSTRG.7227.1,5.677243892
mRNA.mRNA.MSTRG.7229.1,4.399720171
mRNA.mRNA.MSTRG.7229.2,6.737305616
mRNA.mRNA.MSTRG.7230.1,6.677658608
mRNA.mRNA.MSTRG.7231.1,4.904731635
mRNA.mRNA.MSTRG.7232.1,3.600998121
mRNA.mRNA.MSTRG.7233.1,2.872883871
mRNA.mRNA.MSTRG.7234.1,2.075079363
mRNA.mRNA.MSTRG.7235.1,4.498278267
mRNA.mRNA.MSTRG.7236.1,1.342016899
mRNA.mRNA.MSTRG.7237.1,1.485071521
mRNA.mRNA.MSTRG.7238.1,2.492632714
mRNA.mRNA.MSTRG.7239.1,4.153123592
mRNA.mRNA.MSTRG.7240.1,5.154315665
mRNA.mRNA.MSTRG.7241.1,3.173530292
mRNA.mRNA.MSTRG.7242.1,4.40504356
mRNA.mRNA.MSTRG.7243.1,7.442425585
mRNA.mRNA.MSTRG.7244.1,6.06633699
mRNA.mRNA.MSTRG.7245.1,4.325859226
mRNA.mRNA.MSTRG.7246.1,4.997077798
mRNA.mRNA.MSTRG.7246.2,-0.898822402
mRNA.mRNA.MSTRG.7247.1,2.492632556
mRNA.mRNA.MSTRG.7248.1,2.339791123
mRNA.mRNA.MSTRG.7249.1,2.816069111
mRNA.mRNA.MSTRG.7250.1,5.376878366
mRNA.mRNA.MSTRG.7253.1,2.168833227
mRNA.mRNA.MSTRG.7254.1,2.49263318
mRNA.mRNA.MSTRG.7255.1,1.358159385
mRNA.mRNA.MSTRG.7256.1,1.655584119
mRNA.mRNA.MSTRG.7258.1,2.339791076
mRNA.mRNA.MSTRG.7260.1,3.819079558
mRNA.mRNA.MSTRG.7261.1,4.516223614
mRNA.mRNA.MSTRG.7263.1,6.131818346
mRNA.mRNA.MSTRG.7264.1,2.630821805
mRNA.mRNA.MSTRG.7265.1,6.016775349
mRNA.mRNA.MSTRG.7266.1,4.971290053
mRNA.mRNA.MSTRG.7267.1,5.905439814
mRNA.mRNA.MSTRG.7268.1,2.695250298
mRNA.mRNA.MSTRG.7269.1,3.173529785
mRNA.mRNA.MSTRG.7270.1,7.537748333
mRNA.mRNA.MSTRG.7272.1,4.945034228
mRNA.mRNA.MSTRG.7273.1,0.737961149
mRNA.mRNA.MSTRG.7275.1,2.872884184
mRNA.mRNA.MSTRG.7276.1,2.256836045
mRNA.mRNA.MSTRG.7277.1,3.532114984
mRNA.mRNA.MSTRG.7279.1,2.492653828
mRNA.mRNA.MSTRG.7280.1,6.747687921
mRNA.mRNA.MSTRG.7281.1,4.746502346
mRNA.mRNA.MSTRG.7282.1,4.867825946
mRNA.mRNA.MSTRG.7282.2,4.277744162
mRNA.mRNA.MSTRG.7283.1,4.385651433
mRNA.mRNA.MSTRG.7284.1,1.623952573
mRNA.mRNA.MSTRG.7285.1,5.107733366
mRNA.mRNA.MSTRG.7287.1,5.367023862
mRNA.mRNA.MSTRG.7288.1,4.130001251
mRNA.mRNA.MSTRG.7289.1,4.568757186
mRNA.mRNA.MSTRG.7290.1,3.2612695
mRNA.mRNA.MSTRG.7291.1,5.891758144
mRNA.mRNA.MSTRG.7292.1,6.587176718
mRNA.mRNA.MSTRG.7293.2,2.885802385
mRNA.mRNA.MSTRG.7293.1,5.618374334
mRNA.mRNA.MSTRG.7295.1,3.759682784
mRNA.mRNA.MSTRG.7297.1,5.337048844
mRNA.mRNA.MSTRG.7298.1,7.063606405
mRNA.mRNA.MSTRG.7299.1,5.034913864
mRNA.mRNA.MSTRG.7300.1,7.026524637
mRNA.mRNA.MSTRG.7301.1,2.256835745
mRNA.mRNA.MSTRG.7302.1,4.84918067
mRNA.mRNA.MSTRG.7304.1,3.218067629
mRNA.mRNA.MSTRG.7305.1,2.41823519
mRNA.mRNA.MSTRG.7306.1,3.496398934
mRNA.mRNA.MSTRG.7307.1,4.791405157
mRNA.mRNA.MSTRG.7309.1,4.405015153
mRNA.mRNA.MSTRG.7310.1,2.98021307
mRNA.mRNA.MSTRG.7311.1,5.842823763
mRNA.mRNA.MSTRG.7312.1,3.343977911
mRNA.mRNA.MSTRG.7313.1,5.799516675
mRNA.mRNA.MSTRG.7314.1,4.646630327
mRNA.mRNA.MSTRG.7316.1,3.173530426
mRNA.mRNA.MSTRG.7317.1,3.90331332
mRNA.mRNA.MSTRG.7318.1,5.188291026
mRNA.mRNA.MSTRG.7319.1,3.819079621
mRNA.mRNA.MSTRG.7320.1,6.526492485
mRNA.mRNA.MSTRG.7322.1,5.603619317
mRNA.mRNA.MSTRG.7323.1,2.492632921
mRNA.mRNA.MSTRG.7324.1,6.118707727
mRNA.mRNA.MSTRG.7325.1,4.76162577
mRNA.mRNA.MSTRG.7326.1,4.480107784
mRNA.mRNA.MSTRG.7327.1,4.480107313
mRNA.mRNA.MSTRG.7328.1,7.942926331
mRNA.mRNA.MSTRG.7329.1,5.165729868
mRNA.mRNA.MSTRG.7330.1,6.301810546
mRNA.mRNA.MSTRG.7331.1,5.357101128
mRNA.mRNA.MSTRG.7332.1,2.256880625
mRNA.mRNA.MSTRG.7335.1,4.731219239
mRNA.mRNA.MSTRG.7336.1,3.930333275
mRNA.mRNA.MSTRG.7340.1,6.108349485
mRNA.mRNA.MSTRG.7342.1,2.168818876
mRNA.mRNA.MSTRG.7343.1,4.366000006
mRNA.mRNA.MSTRG.7344.1,4.863270222
mRNA.mRNA.MSTRG.7345.1,3.930334235
mRNA.mRNA.MSTRG.7346.1,3.080107731
mRNA.mRNA.MSTRG.7347.1,1.750631025
mRNA.mRNA.MSTRG.7348.1,4.08261006
mRNA.mRNA.MSTRG.7349.1,4.15313004
mRNA.mRNA.MSTRG.7350.1,3.729620004
mRNA.mRNA.MSTRG.7352.1,4.008482338
mRNA.mRNA.MSTRG.7353.1,2.563381872
mRNA.mRNA.MSTRG.7354.1,3.729619853
mRNA.mRNA.MSTRG.7355.1,2.927546639
mRNA.mRNA.MSTRG.7356.1,2.695250267
mRNA.mRNA.MSTRG.7357.1,2.339792472
mRNA.mRNA.MSTRG.7358.1,6.72472039
mRNA.mRNA.MSTRG.7359.1,2.756923505
mRNA.mRNA.MSTRG.7360.1,5.199440382
mRNA.mRNA.MSTRG.7362.1,2.872884408
mRNA.mRNA.MSTRG.7363.1,3.383619327
mRNA.mRNA.MSTRG.7364.1,5.264586267
mRNA.mRNA.MSTRG.7365.1,5.347109521
mRNA.mRNA.MSTRG.7366.1,5.022411749
mRNA.mRNA.MSTRG.7368.1,6.616586729
mRNA.mRNA.MSTRG.7369.1,6.991674822
mRNA.mRNA.MSTRG.7370.1,5.997742234
mRNA.mRNA.MSTRG.7372.1,5.636806126
mRNA.mRNA.MSTRG.7373.1,6.306974131
mRNA.mRNA.MSTRG.7374.1,4.443063701
mRNA.mRNA.MSTRG.7375.1,2.075078172
mRNA.mRNA.MSTRG.7376.1,5.984912196
mRNA.mRNA.MSTRG.7377.1,3.634244225
mRNA.mRNA.MSTRG.7378.1,4.365994558
mRNA.mRNA.MSTRG.7379.1,5.561033093
mRNA.mRNA.MSTRG.7380.1,3.303215572
mRNA.mRNA.MSTRG.7381.1,5.33704876
mRNA.mRNA.MSTRG.7382.1,1.750630344
mRNA.mRNA.MSTRG.7383.1,5.898614997
mRNA.mRNA.MSTRG.7384.1,4.284575685
mRNA.mRNA.MSTRG.7385.1,3.303216219
mRNA.mRNA.MSTRG.7386.1,5.35710097
mRNA.mRNA.MSTRG.7388.1,3.930333312
mRNA.mRNA.MSTRG.7389.1,3.847707124
mRNA.mRNA.MSTRG.7391.1,1.159347525
mRNA.mRNA.MSTRG.7392.1,2.87288395
mRNA.mRNA.MSTRG.7393.1,5.685197135
mRNA.mRNA.MSTRG.7395.1,6.522061389
mRNA.mRNA.MSTRG.7398.1,3.031024469
mRNA.mRNA.MSTRG.7399.1,7.01710342
mRNA.mRNA.MSTRG.7400.1,2.339790004
mRNA.mRNA.MSTRG.7401.1,4.746502462
mRNA.mRNA.MSTRG.7402.1,3.600997873
mRNA.mRNA.MSTRG.7403.1,3.819079306
mRNA.mRNA.MSTRG.7404.1,4.153122613
mRNA.mRNA.MSTRG.7405.1,4.242074912
mRNA.mRNA.MSTRG.7406.1,5.644984719
mRNA.mRNA.MSTRG.7407.1,2.816062721
mRNA.mRNA.MSTRG.7408.1,2.563381272
mRNA.mRNA.MSTRG.7409.1,4.220345986
mRNA.mRNA.MSTRG.7410.1,3.76005987
mRNA.mRNA.MSTRG.7413.1,2.418235589
mRNA.mRNA.MSTRG.7414.1,2.872883769
mRNA.mRNA.MSTRG.7416.1,2.980213556
mRNA.mRNA.MSTRG.7417.1,2.563380821
mRNA.mRNA.MSTRG.7418.1,2.075077983
mRNA.mRNA.MSTRG.7419.1,4.731218838
mRNA.mRNA.MSTRG.7420.1,5.337048862
mRNA.mRNA.MSTRG.7422.1,6.322355167
mRNA.mRNA.MSTRG.7423.1,5.294940421
mRNA.mRNA.MSTRG.7423.2,4.036370033
mRNA.mRNA.MSTRG.7426.1,0.469827841
mRNA.mRNA.MSTRG.7427.1,1.867077612
mRNA.mRNA.MSTRG.7428.1,4.585851705
mRNA.mRNA.MSTRG.7429.1,4.220346315
mRNA.mRNA.MSTRG.7430.1,6.129165126
mRNA.mRNA.MSTRG.7430.2,2.376054163
mRNA.mRNA.MSTRG.7431.1,2.630822411
mRNA.mRNA.MSTRG.7432.1,2.256804772
mRNA.mRNA.MSTRG.7433.1,5.253930929
mRNA.mRNA.MSTRG.7434.1,5.693106874
mRNA.mRNA.MSTRG.7435.1,4.405043794
mRNA.mRNA.MSTRG.7437.1,8.039152788
mRNA.mRNA.MSTRG.7438.1,5.434633881
mRNA.mRNA.MSTRG.7439.1,3.789870974
mRNA.mRNA.MSTRG.7440.1,6.10242208
mRNA.mRNA.MSTRG.7441.1,3.218066931
mRNA.mRNA.MSTRG.7442.1,0.46982532
mRNA.mRNA.MSTRG.7443.1,4.806067278
mRNA.mRNA.MSTRG.7444.1,8.626986489
mRNA.mRNA.MSTRG.7445.1,2.339794661
mRNA.mRNA.MSTRG.7446.1,4.533948124
mRNA.mRNA.MSTRG.7447.1,4.568757291
mRNA.mRNA.MSTRG.7449.1,4.791404886
mRNA.mRNA.MSTRG.7450.1,2.33979192
mRNA.mRNA.MSTRG.7451.1,3.343977877
mRNA.mRNA.MSTRG.7454.1,2.075078859
mRNA.mRNA.MSTRG.7455.1,2.563381712
mRNA.mRNA.MSTRG.7457.1,2.492630571
mRNA.mRNA.MSTRG.7458.1,1.623951585
mRNA.mRNA.MSTRG.7459.1,5.199440454
mRNA.mRNA.MSTRG.7460.1,6.120131613
mRNA.mRNA.MSTRG.7461.1,1.159345984
mRNA.mRNA.MSTRG.7462.1,1.623950451
mRNA.mRNA.MSTRG.7463.1,7.117500903
mRNA.mRNA.MSTRG.7464.1,3.566967525
mRNA.mRNA.MSTRG.7465.1,5.326917202
mRNA.mRNA.MSTRG.7466.1,7.123366612
mRNA.mRNA.MSTRG.7467.1,3.343977105
mRNA.mRNA.MSTRG.7468.1,3.218032095
mRNA.mRNA.MSTRG.7469.1,3.383619409
mRNA.mRNA.MSTRG.7470.1,2.927545572
mRNA.mRNA.MSTRG.7471.1,3.72961981
mRNA.mRNA.MSTRG.7472.1,2.630821501
mRNA.mRNA.MSTRG.7473.1,4.561988324
mRNA.mRNA.MSTRG.7474.1,5.660264979
mRNA.mRNA.MSTRG.7475.1,2.695250062
mRNA.mRNA.MSTRG.7476.1,3.532115037
mRNA.mRNA.MSTRG.7477.2,4.533948511
mRNA.mRNA.MSTRG.7478.1,3.241091643
mRNA.mRNA.MSTRG.7478.2,4.508843548
mRNA.mRNA.MSTRG.7479.1,2.75692447
mRNA.mRNA.MSTRG.7481.1,4.498278223
mRNA.mRNA.MSTRG.7482.1,5.406044906
mRNA.mRNA.MSTRG.7483.1,5.732017674
mRNA.mRNA.MSTRG.7485.1,7.961055121
mRNA.mRNA.MSTRG.7487.1,4.106502267
mRNA.mRNA.MSTRG.7488.1,5.620308206
mRNA.mRNA.MSTRG.7489.1,6.665649206
mRNA.mRNA.MSTRG.7490.1,7.131860174
mRNA.mRNA.MSTRG.7492.1,5.693150871
mRNA.mRNA.MSTRG.7493.1,4.821635511
mRNA.mRNA.MSTRG.7494.1,1.48507076
mRNA.mRNA.MSTRG.7495.1,2.075079444
mRNA.mRNA.MSTRG.7496.1,5.481057818
mRNA.mRNA.MSTRG.7498.1,5.586735175
mRNA.mRNA.MSTRG.7501.1,4.652273578
mRNA.mRNA.MSTRG.7502.1,3.847707284
mRNA.mRNA.MSTRG.7503.1,1.867077803
mRNA.mRNA.MSTRG.7504.1,4.153123262
mRNA.mRNA.MSTRG.7505.1,2.563381147
mRNA.mRNA.MSTRG.7506.1,6.535321724
mRNA.mRNA.MSTRG.7507.1,4.55145755
mRNA.mRNA.MSTRG.7509.1,5.72431899
mRNA.mRNA.MSTRG.7510.1,1.97478693
mRNA.mRNA.MSTRG.7512.1,4.405055492
mRNA.mRNA.MSTRG.7513.1,1.974823465
mRNA.mRNA.MSTRG.7514.1,4.958222065
mRNA.mRNA.MSTRG.7515.1,4.325858374
mRNA.mRNA.MSTRG.7516.1,3.875945009
mRNA.mRNA.MSTRG.7517.1,5.586735233
mRNA.mRNA.MSTRG.7518.1,5.661204444
mRNA.mRNA.MSTRG.7519.1,5.154315995
mRNA.mRNA.MSTRG.7520.1,6.463148409
mRNA.mRNA.MSTRG.7521.1,6.072414313
mRNA.mRNA.MSTRG.7523.1,6.125986912
mRNA.mRNA.MSTRG.7524.1,5.75487021
mRNA.mRNA.MSTRG.7525.1,5.636806197
mRNA.mRNA.MSTRG.7526.1,3.080106217
mRNA.mRNA.MSTRG.7527.1,6.705297528
mRNA.mRNA.MSTRG.7528.1,3.875778578
mRNA.mRNA.MSTRG.7529.1,1.750629805
mRNA.mRNA.MSTRG.7530.1,3.303216154
mRNA.mRNA.MSTRG.7531.1,7.69569186
mRNA.mRNA.MSTRG.7533.1,5.444038876
mRNA.mRNA.MSTRG.7534.1,0.469826934
mRNA.mRNA.MSTRG.7535.2,5.114407177
mRNA.mRNA.MSTRG.7535.3,6.506142916
mRNA.mRNA.MSTRG.7537.1,5.131212856
mRNA.mRNA.MSTRG.7538.1,3.303218868
mRNA.mRNA.MSTRG.7539.1,6.926071109
mRNA.mRNA.MSTRG.7540.1,5.534863865
mRNA.mRNA.MSTRG.7544.1,4.746502484
mRNA.mRNA.MSTRG.7545.1,6.149172739
mRNA.mRNA.MSTRG.7546.1,4.130001388
mRNA.mRNA.MSTRG.7547.1,3.127574867
mRNA.mRNA.MSTRG.7548.1,2.075078957
mRNA.mRNA.MSTRG.7549.1,4.602746154
mRNA.mRNA.MSTRG.7550.1,5.083866799
mRNA.mRNA.MSTRG.7551.1,6.720856609
mRNA.mRNA.MSTRG.7552.1,3.566967987
mRNA.mRNA.MSTRG.7554.1,3.903314158
mRNA.mRNA.MSTRG.7555.1,3.422200551
mRNA.mRNA.MSTRG.7556.1,5.918992898
mRNA.mRNA.MSTRG.7559.1,2.256836432
mRNA.mRNA.MSTRG.7560.1,4.242075017
mRNA.mRNA.MSTRG.7562.1,1.331382786
mRNA.mRNA.MSTRG.7563.1,3.383619656
mRNA.mRNA.MSTRG.7565.1,3.532114603
mRNA.mRNA.MSTRG.7566.1,4.498287338
mRNA.mRNA.MSTRG.7567.1,4.834955818
mRNA.mRNA.MSTRG.7568.1,4.971290709
mRNA.mRNA.MSTRG.7572.1,5.131212698
mRNA.mRNA.MSTRG.7573.1,5.693106892
mRNA.mRNA.MSTRG.7576.1,5.347109604
mRNA.mRNA.MSTRG.7577.1,3.903313655
mRNA.mRNA.MSTRG.7578.1,4.263481734
mRNA.mRNA.MSTRG.7579.1,4.26348177
mRNA.mRNA.MSTRG.7580.1,5.316713922
mRNA.mRNA.MSTRG.7581.1,5.526034611
mRNA.mRNA.MSTRG.7583.1,3.819079042
mRNA.mRNA.MSTRG.7585.1,5.724319302
mRNA.mRNA.MSTRG.7586.1,1.623952839
mRNA.mRNA.MSTRG.7587.1,3.031023423
mRNA.mRNA.MSTRG.7588.1,3.600997734
mRNA.mRNA.MSTRG.7589.1,6.526494955
mRNA.mRNA.MSTRG.7590.1,7.291698515
mRNA.mRNA.MSTRG.7591.1,5.059598077
mRNA.mRNA.MSTRG.7592.1,3.789871304
mRNA.mRNA.MSTRG.7595.1,2.563381496
mRNA.mRNA.MSTRG.7596.1,2.984517506
mRNA.mRNA.MSTRG.7596.2,2.333055774
mRNA.mRNA.MSTRG.7597.1,6.396892018
mRNA.mRNA.MSTRG.7598.1,2.872884384
mRNA.mRNA.MSTRG.7599.1,1.331381857
mRNA.mRNA.MSTRG.7602.1,5.561032693
mRNA.mRNA.MSTRG.7603.1,2.418235286
mRNA.mRNA.MSTRG.7604.1,5.177054452
mRNA.mRNA.MSTRG.7605.1,3.532113792
mRNA.mRNA.MSTRG.7606.1,5.233529377
mRNA.mRNA.MSTRG.7606.3,5.820568975
mRNA.mRNA.MSTRG.7607.1,4.776592278
mRNA.mRNA.MSTRG.7608.1,5.46266734
mRNA.mRNA.MSTRG.7610.1,7.045184527
mRNA.mRNA.MSTRG.7611.1,4.276901627
mRNA.mRNA.MSTRG.7612.1,4.346066816
mRNA.mRNA.MSTRG.7614.1,2.201611869
mRNA.mRNA.MSTRG.7615.1,5.415637888
mRNA.mRNA.MSTRG.7616.1,1.750630767
mRNA.mRNA.MSTRG.7617.1,4.806066978
mRNA.mRNA.MSTRG.7618.1,4.405043875
mRNA.mRNA.MSTRG.7619.1,4.863270458
mRNA.mRNA.MSTRG.7621.1,2.816068776
mRNA.mRNA.MSTRG.7622.1,4.480107493
mRNA.mRNA.MSTRG.7623.1,3.080107289
mRNA.mRNA.MSTRG.7624.1,0.469816109
mRNA.mRNA.MSTRG.7625.1,1.974817217
mRNA.mRNA.MSTRG.7626.1,4.305364895
mRNA.mRNA.MSTRG.7627.1,6.965790299
mRNA.mRNA.MSTRG.7628.1,4.498278468
mRNA.mRNA.MSTRG.7629.1,3.903313478
mRNA.mRNA.MSTRG.7630.1,1.750640151
mRNA.mRNA.MSTRG.7631.1,2.075078859
mRNA.mRNA.MSTRG.7633.1,2.8160683
mRNA.mRNA.MSTRG.7634.1,3.1735306
mRNA.mRNA.MSTRG.7635.1,3.343977954
mRNA.mRNA.MSTRG.7636.1,5.376874247
mRNA.mRNA.MSTRG.7638.1,1.623951692
mRNA.mRNA.MSTRG.7639.1,3.496399144
mRNA.mRNA.MSTRG.7640.1,2.563381726
mRNA.mRNA.MSTRG.7643.1,4.918291147
mRNA.mRNA.MSTRG.7644.1,3.303218022
mRNA.mRNA.MSTRG.7645.1,4.984241665
mRNA.mRNA.MSTRG.7646.1,6.576560142
mRNA.mRNA.MSTRG.7646.2,4.924916415
mRNA.mRNA.MSTRG.7648.1,6.557154882
mRNA.mRNA.MSTRG.7649.1,4.56875724
mRNA.mRNA.MSTRG.7650.1,0.469828169
mRNA.mRNA.MSTRG.7651.1,3.803439352
mRNA.mRNA.MSTRG.7651.2,3.970925833
mRNA.mRNA.MSTRG.7653.1,5.326917268
mRNA.mRNA.MSTRG.7654.1,4.220345957
mRNA.mRNA.MSTRG.7655.1,7.169454245
mRNA.mRNA.MSTRG.7656.1,3.729619923
mRNA.mRNA.MSTRG.7657.1,4.008482293
mRNA.mRNA.MSTRG.7658.1,2.630822582
mRNA.mRNA.MSTRG.7659.1,4.480107437
mRNA.mRNA.MSTRG.7660.1,7.017103362
mRNA.mRNA.MSTRG.7661.1,4.731218726
mRNA.mRNA.MSTRG.7662.1,2.339791328
mRNA.mRNA.MSTRG.7663.1,0.469827806
mRNA.mRNA.MSTRG.7664.1,1.331381871
mRNA.mRNA.MSTRG.7665.1,2.927546512
mRNA.mRNA.MSTRG.7666.1,2.927546291
mRNA.mRNA.MSTRG.7667.1,2.8728845
mRNA.mRNA.MSTRG.7668.1,4.153122675
mRNA.mRNA.MSTRG.7669.2,3.347953223
mRNA.mRNA.MSTRG.7670.1,2.492633237
mRNA.mRNA.MSTRG.7671.1,3.847707528
mRNA.mRNA.MSTRG.7673.1,5.165730131
mRNA.mRNA.MSTRG.7674.1,5.462667319
mRNA.mRNA.MSTRG.7675.1,4.242075107
mRNA.mRNA.MSTRG.7676.1,5.863999145
mRNA.mRNA.MSTRG.7677.1,1.867077891
mRNA.mRNA.MSTRG.7678.1,8.772454785
mRNA.mRNA.MSTRG.7679.1,3.496396856
mRNA.mRNA.MSTRG.7681.1,5.165729994
mRNA.mRNA.MSTRG.7682.1,6.425661006
mRNA.mRNA.MSTRG.7683.1,5.534863954
mRNA.mRNA.MSTRG.7684.1,5.870989241
mRNA.mRNA.MSTRG.7685.1,3.080107602
mRNA.mRNA.MSTRG.7688.1,3.422222428
mRNA.mRNA.MSTRG.7689.1,5.636806093
mRNA.mRNA.MSTRG.7690.1,2.927545055
mRNA.mRNA.MSTRG.7692.1,1.331358818
mRNA.mRNA.MSTRG.7693.1,3.127574749
mRNA.mRNA.MSTRG.7694.1,5.739675476
mRNA.mRNA.MSTRG.7695.1,6.430382595
mRNA.mRNA.MSTRG.7698.1,2.492632556
mRNA.mRNA.MSTRG.7699.1,5.210504379
mRNA.mRNA.MSTRG.7700.1,2.927549019
mRNA.mRNA.MSTRG.7701.1,3.812620698
mRNA.mRNA.MSTRG.7701.2,2.939451744
mRNA.mRNA.MSTRG.7703.1,1.867077662
mRNA.mRNA.MSTRG.7704.1,3.566967608
mRNA.mRNA.MSTRG.7705.1,5.221484219
mRNA.mRNA.MSTRG.7706.1,3.847707381
mRNA.mRNA.MSTRG.7707.1,3.109708917
mRNA.mRNA.MSTRG.7708.1,3.422207846
mRNA.mRNA.MSTRG.7709.1,6.205558193
mRNA.mRNA.MSTRG.7710.1,4.684371799
mRNA.mRNA.MSTRG.7711.1,6.200017838
mRNA.mRNA.MSTRG.7712.1,5.177054235
mRNA.mRNA.MSTRG.7713.1,4.082614397
mRNA.mRNA.MSTRG.7714.1,7.406795795
mRNA.mRNA.MSTRG.7715.1,2.816068543
mRNA.mRNA.MSTRG.7716.1,3.634244349
mRNA.mRNA.MSTRG.7717.1,2.563381903
mRNA.mRNA.MSTRG.7719.1,2.209383083
mRNA.mRNA.MSTRG.7721.1,8.260232898
mRNA.mRNA.MSTRG.7723.1,5.611987853
mRNA.mRNA.MSTRG.7724.1,5.677243859
mRNA.mRNA.MSTRG.7726.1,3.532114249
mRNA.mRNA.MSTRG.7730.1,5.243196094
mRNA.mRNA.MSTRG.7732.1,6.453867525
mRNA.mRNA.MSTRG.7733.1,4.997077552
mRNA.mRNA.MSTRG.7734.1,2.492633067
mRNA.mRNA.MSTRG.7735.1,4.791405156
mRNA.mRNA.MSTRG.7736.1,5.367023699
mRNA.mRNA.MSTRG.7737.1,4.964886526
mRNA.mRNA.MSTRG.7738.1,2.418235535
mRNA.mRNA.MSTRG.7739.1,4.863270236
mRNA.mRNA.MSTRG.7740.1,5.526034454
mRNA.mRNA.MSTRG.7741.1,3.031024818
mRNA.mRNA.MSTRG.7742.1,4.480107273
mRNA.mRNA.MSTRG.7743.1,1.974822394
mRNA.mRNA.MSTRG.7744.1,4.082614706
mRNA.mRNA.MSTRG.7745.1,4.684372006
mRNA.mRNA.MSTRG.7746.1,3.819079953
mRNA.mRNA.MSTRG.7747.1,6.10242212
mRNA.mRNA.MSTRG.7748.1,5.386666207
mRNA.mRNA.MSTRG.7749.1,4.863270281
mRNA.mRNA.MSTRG.7752.1,6.693517075
mRNA.mRNA.MSTRG.7753.1,4.602746166
mRNA.mRNA.MSTRG.7754.1,3.847707158
mRNA.mRNA.MSTRG.7755.1,4.770127747
mRNA.mRNA.MSTRG.7755.2,4.374543042
mRNA.mRNA.MSTRG.7756.1,1.867081977
mRNA.mRNA.MSTRG.7758.1,4.776592301
mRNA.mRNA.MSTRG.7759.1,5.386666328
mRNA.mRNA.MSTRG.7760.1,4.984241749
mRNA.mRNA.MSTRG.7761.1,3.69852394
mRNA.mRNA.MSTRG.7763.1,2.872883975
mRNA.mRNA.MSTRG.7764.1,1.623926904
mRNA.mRNA.MSTRG.7765.1,5.569651318
mRNA.mRNA.MSTRG.7766.1,6.254487125
mRNA.mRNA.MSTRG.7767.1,4.175880573
mRNA.mRNA.MSTRG.7768.1,5.059598068
mRNA.mRNA.MSTRG.7769.1,4.83496452
mRNA.mRNA.MSTRG.7770.1,7.486329562
mRNA.mRNA.MSTRG.7771.1,3.903325224
mRNA.mRNA.MSTRG.7772.1,4.405043821
mRNA.mRNA.MSTRG.7773.1,4.918291164
mRNA.mRNA.MSTRG.7774.1,3.12757507
mRNA.mRNA.MSTRG.7775.1,3.634244308
mRNA.mRNA.MSTRG.7776.1,6.387173647
mRNA.mRNA.MSTRG.7777.1,5.154315639
mRNA.mRNA.MSTRG.7778.1,4.198284321
mRNA.mRNA.MSTRG.7779.1,5.39638831
mRNA.mRNA.MSTRG.7780.1,7.892294124
mRNA.mRNA.MSTRG.7781.1,6.183267756
mRNA.mRNA.MSTRG.7783.1,7.526702856
mRNA.mRNA.MSTRG.7784.1,4.130001426
mRNA.mRNA.MSTRG.7785.1,6.832490906
mRNA.mRNA.MSTRG.7787.1,1.623952558
mRNA.mRNA.MSTRG.7788.1,5.490166012
mRNA.mRNA.MSTRG.7791.1,3.031024679
mRNA.mRNA.MSTRG.7792.1,3.080106679
mRNA.mRNA.MSTRG.7794.1,5.534863968
mRNA.mRNA.MSTRG.7795.1,6.306974245
mRNA.mRNA.MSTRG.7796.1,6.747687936
mRNA.mRNA.MSTRG.7797.1,3.875778176
mRNA.mRNA.MSTRG.7798.1,2.756924235
mRNA.mRNA.MSTRG.7799.1,5.997742107
mRNA.mRNA.MSTRG.7800.1,3.496399232
mRNA.mRNA.MSTRG.7801.1,2.63082198
mRNA.mRNA.MSTRG.7802.1,2.630822355
mRNA.mRNA.MSTRG.7803.1,6.535165212
mRNA.mRNA.MSTRG.7804.1,3.261270099
mRNA.mRNA.MSTRG.7805.1,6.637232454
mRNA.mRNA.MSTRG.7806.1,4.220346055
mRNA.mRNA.MSTRG.7807.1,3.303215981
mRNA.mRNA.MSTRG.7808.1,4.346066545
mRNA.mRNA.MSTRG.7809.1,3.422200392
mRNA.mRNA.MSTRG.7810.1,2.756923491
mRNA.mRNA.MSTRG.7811.1,2.872884324
mRNA.mRNA.MSTRG.7813.1,6.517614007
mRNA.mRNA.MSTRG.7815.1,4.461704531
mRNA.mRNA.MSTRG.7816.1,3.698523033
mRNA.mRNA.MSTRG.7817.1,3.303216861
mRNA.mRNA.MSTRG.7819.1,2.49262386
mRNA.mRNA.MSTRG.7821.1,3.218067598
mRNA.mRNA.MSTRG.7822.1,5.814097638
mRNA.mRNA.MSTRG.7823.1,5.499217154
mRNA.mRNA.MSTRG.7824.1,4.668412058
mRNA.mRNA.MSTRG.7825.1,5.396388363
mRNA.mRNA.MSTRG.7826.1,3.666742077
mRNA.mRNA.MSTRG.7827.1,3.875799551
mRNA.mRNA.MSTRG.7828.1,3.903297877
mRNA.mRNA.MSTRG.7829.1,5.275163556
mRNA.mRNA.MSTRG.7830.1,4.894937787
mRNA.mRNA.MSTRG.7831.1,3.956856676
mRNA.mRNA.MSTRG.7833.1,4.385651564
mRNA.mRNA.MSTRG.7834.1,2.339792258
mRNA.mRNA.MSTRG.7835.1,5.357101287
mRNA.mRNA.MSTRG.7836.1,4.15312344
mRNA.mRNA.MSTRG.7837.1,6.222052771
mRNA.mRNA.MSTRG.7838.1,6.096470182
